0.71481522,0.92712551,0.44139209,0.93319838,0.44669485,0.94534413&0.8257036
0.44139209,0.93319838,0.44669485,0.94534413,0.09739704,0.92510121&0.746252
0.44669485,0.94534413,0.09739704,0.92510121,0.35839025,0.86032389&0.00000013600884
0.09739704,0.92510121,0.35839025,0.86032389,0.87795618,0.86437247&0.000012946328
0.35839025,0.86032389,0.87795618,0.86437247,0.37172442,0.92105263&0.474019
0.87795618,0.86437247,0.37172442,0.92105263,0.45554013,0.86437247&0.0000003936412
0.37172442,0.92105263,0.45554013,0.86437247,0.03154635,0.94736842&0.8135829
0.45554013,0.86437247,0.03154635,0.94736842,0.03256274,0.93522267&0.8405226
0.03154635,0.94736842,0.03256274,0.93522267,0.14336919,0.94534413&0.82921505
0.03256274,0.93522267,0.14336919,0.94534413,0.68065488,0.88663968&0.0001309
0.14336919,0.94534413,0.68065488,0.88663968,0.49258214,0.92510121&0.72423446
0.68065488,0.88663968,0.49258214,0.92510121,0.65943439,0.98380567&0.7369854
0.49258214,0.92510121,0.65943439,0.98380567,0.03157269,0.93927126&0.8430569
0.65943439,0.98380567,0.03157269,0.93927126,0.03154556,0.8805668 &0.000026605028
0.03157269,0.93927126,0.03154556,0.8805668 ,0.0315454 ,0.93724696&0.8421885
0.03154556,0.8805668 ,0.0315454 ,0.93724696,0.10973045,0.9291498 &0.8553491
0.0315454 ,0.93724696,0.10973045,0.9291498 ,0.52833078,0.99392713&0.7234367
0.10973045,0.9291498 ,0.52833078,0.99392713,0.16146118,0.93927126&0.8430969
0.52833078,0.99392713,0.16146118,0.93927126,0.10121134,0.93522267&0.858822
0.16146118,0.93927126,0.10121134,0.93522267,0.3878188 ,0.85425101&0.000000028163134
0.10121134,0.93522267,0.3878188 ,0.85425101,0.31048248,0.90688259&0.02331313
0.3878188 ,0.85425101,0.31048248,0.90688259,0.50301573,0.97773279&0.7461752
0.31048248,0.90688259,0.50301573,0.97773279,0.52765256,0.92712551&0.8293442
0.50301573,0.97773279,0.52765256,0.92712551,0.93574392,0.8562753 &0.8547311
0.52765256,0.92712551,0.93574392,0.8562753 ,0.74179745,0.93522267&0.84911454
0.93574392,0.8562753 ,0.74179745,0.93522267,0.97941673,0.93927126&0.75015575
0.74179745,0.93522267,0.97941673,0.93927126,0.5325405 ,0.92307692&0.63931966
0.97941673,0.93927126,0.5325405 ,0.92307692,0.13334727,0.8582996 &0.00000007973974
0.5325405 ,0.92307692,0.13334727,0.8582996 ,0.3083658 ,0.95546559&0.7968117
0.13334727,0.8582996 ,0.3083658 ,0.95546559,0.03191085,0.93522267&0.84023046
0.3083658 ,0.95546559,0.03191085,0.93522267,0.08129099,0.95748988&0.80140543
0.03191085,0.93522267,0.08129099,0.95748988,0.62323149,0.86639676&0.00000067627906
0.08129099,0.95748988,0.62323149,0.86639676,0.41615116,0.88866397&0.00021034
0.62323149,0.86639676,0.41615116,0.88866397,0.4547168 ,0.91902834&0.3614029
0.41615116,0.88866397,0.4547168 ,0.91902834,0.42478983,0.99392713&0.7181387
0.4547168 ,0.91902834,0.42478983,0.99392713,0.09260091,0.92510121&0.74984145
0.42478983,0.99392713,0.09260091,0.92510121,0.03152537,0.92712551&0.8188635
0.09260091,0.92510121,0.03152537,0.92712551,0.0316055 ,0.8562753 &0.000000047584273
0.03152537,0.92712551,0.0316055 ,0.8562753 ,0.44391729,0.99797571&0.7181463
0.0316055 ,0.8562753 ,0.44391729,0.99797571,0.0315413 ,0.94534413&0.8194065
0.44391729,0.99797571,0.0315413 ,0.94534413,0.14919686,0.93117409&0.8604359
0.0315413 ,0.94534413,0.14919686,0.93117409,0.05911011,0.93319838&0.85571223
0.14919686,0.93117409,0.05911011,0.93319838,0.43479914,0.92510121&0.74486834
0.05911011,0.93319838,0.43479914,0.92510121,0.21233577,0.94939271&0.81598645
0.43479914,0.92510121,0.21233577,0.94939271,0.16985379,0.92307692&0.635339
0.21233577,0.94939271,0.16985379,0.92307692,0.31879623,0.87246964&0.0000032125351
0.16985379,0.92307692,0.31879623,0.87246964,0.55557799,0.8582996 &0.00000007793775
0.31879623,0.87246964,0.55557799,0.8582996 ,0.43687166,0.91093117&0.06364562
0.55557799,0.8582996 ,0.43687166,0.91093117,0.22752007,0.94129555&0.8221423
0.43687166,0.91093117,0.22752007,0.94129555,0.04187395,0.87246964&0.000003269118
0.22752007,0.94129555,0.04187395,0.87246964,0.56411886,0.89271255&0.0006075
0.04187395,0.87246964,0.56411886,0.89271255,0.0920353 ,0.86234818&0.00000022842688
0.56411886,0.89271255,0.0920353 ,0.86234818,0.41187836,0.86032389&0.00000013185107
0.0920353 ,0.86234818,0.41187836,0.86032389,0.08868236,0.95546559&0.79422396
0.41187836,0.86032389,0.08868236,0.95546559,0.59607262,0.95546559&0.7893375
0.08868236,0.95546559,0.59607262,0.95546559,0.04810366,0.9291498 &0.85971224
0.59607262,0.95546559,0.04810366,0.9291498 ,0.03154524,0.8562753 &0.000000047417565
0.04810366,0.9291498 ,0.03154524,0.8562753 ,0.53247898,0.86437247&0.0000003749565
0.03154524,0.8562753 ,0.53247898,0.86437247,0.4484251 ,0.86032389&0.00000013277624
0.53247898,0.86437247,0.4484251 ,0.86032389,0.03163073,0.93319838&0.8381118
0.4484251 ,0.86032389,0.03163073,0.93319838,0.49388969,0.99797571&0.70589453
0.03163073,0.93319838,0.49388969,0.99797571,0.4600306 ,0.99190283&0.72329986
0.49388969,0.99797571,0.4600306 ,0.99190283,0.05425451,0.94129555&0.8496162
0.4600306 ,0.99190283,0.05425451,0.94129555,0.58866422,0.92105263&0.50307226
0.05425451,0.94129555,0.58866422,0.92105263,0.25210959,0.93522267&0.8500848
0.58866422,0.92105263,0.25210959,0.93522267,0.63091276,0.85425101&0.000000028243825
0.25210959,0.93522267,0.63091276,0.85425101,0.61026955,0.88259109&0.000043067947
0.63091276,0.85425101,0.61026955,0.88259109,0.03154524,0.94534413&0.8119054
0.61026955,0.88259109,0.03154524,0.94534413,0.03310074,0.86234818&0.0000002357085
0.03154524,0.94534413,0.03310074,0.86234818,0.50828536,0.99595142&0.7239509
0.03310074,0.86234818,0.50828536,0.99595142,0.03154524,0.94129555&0.8301101
0.50828536,0.99595142,0.03154524,0.94129555,0.35243608,0.92510121&0.7438974
0.03154524,0.94129555,0.35243608,0.92510121,0.03833283,0.93724696&0.8459979
0.35243608,0.92510121,0.03833283,0.93724696,0.58664374,0.89676113&0.0018188
0.03833283,0.93724696,0.58664374,0.89676113,0.04420056,0.8582996 &0.00000007895729
0.58664374,0.89676113,0.04420056,0.8582996 ,0.73114304,0.96558704&0.7769306
0.04420056,0.8582996 ,0.73114304,0.96558704,0.09886831,0.87651822&0.000009608593
0.73114304,0.96558704,0.09886831,0.87651822,0.24749925,0.92712551&0.79140085
0.09886831,0.87651822,0.24749925,0.92712551,0.51822842,0.95546559&0.7904115
0.24749925,0.92712551,0.51822842,0.95546559,0.86579865,0.95546559&0.80230844
0.51822842,0.95546559,0.86579865,0.95546559,0.06780303,0.89676113&0.0018309
0.86579865,0.95546559,0.06780303,0.89676113,0.11104809,0.92712551&0.80685085
0.06780303,0.89676113,0.11104809,0.92712551,0.10362439,0.87246964&0.0000032474413
0.11104809,0.92712551,0.10362439,0.87246964,0.45568366,0.93724696&0.8396643
0.10362439,0.87246964,0.45568366,0.93724696,0.03548319,0.951417  &0.80096734
0.45568366,0.93724696,0.03548319,0.951417  ,0.20949354,0.92712551&0.82894003
0.03548319,0.951417  ,0.20949354,0.92712551,0.14514393,0.97975709&0.75167984
0.20949354,0.92712551,0.14514393,0.97975709,0.12718711,0.92510121&0.75049233
0.14514393,0.97975709,0.12718711,0.92510121,0.55329096,0.86842105&0.0000011150463
0.12718711,0.92510121,0.55329096,0.86842105,0.03204997,0.86842105&0.0000010854253
0.55329096,0.86842105,0.03204997,0.86842105,0.21888614,0.95951417&0.78635615
0.03204997,0.86842105,0.21888614,0.95951417,0.03154524,0.93522267&0.84211576
0.21888614,0.95951417,0.03154524,0.93522267,0.38178262,0.91295547&0.10950951
0.03154524,0.93522267,0.38178262,0.91295547,0.57371019,0.95546559&0.7993225
0.38178262,0.91295547,0.57371019,0.95546559,0.39979811,0.91902834&0.37900907
0.57371019,0.95546559,0.39979811,0.91902834,0.15718222,0.92307692&0.62980783
0.39979811,0.91902834,0.15718222,0.92307692,0.47192473,0.89068826&0.00037147
0.15718222,0.92307692,0.47192473,0.89068826,0.01912904,0.93724696&0.8404983
0.47192473,0.89068826,0.01912904,0.93724696,0.37307298,0.98178138&0.74062115
0.01912904,0.93724696,0.37307298,0.98178138,0.07530449,0.85425101&0.000000029006019
0.37307298,0.98178138,0.07530449,0.85425101,0.5476002 ,0.87044534&0.0000018067227
0.07530449,0.85425101,0.5476002 ,0.87044534,0.45651961,0.8582996 &0.000000078685176
0.5476002 ,0.87044534,0.45651961,0.8582996 ,0.47047996,0.86639676&0.00000064203334
0.45651961,0.8582996 ,0.47047996,0.86639676,0.27431744,0.95951417&0.7861148
0.47047996,0.86639676,0.27431744,0.95951417,0.31518273,0.9291498 &0.8524723
0.27431744,0.95951417,0.31518273,0.9291498 ,0.82404221,0.97368421&0.7632583
0.31518273,0.9291498 ,0.82404221,0.97368421,0.03170676,0.94129555&0.8389285
0.82404221,0.97368421,0.03170676,0.94129555,0.49732496,0.94736842&0.82979304
0.03170676,0.94129555,0.49732496,0.94736842,0.32008643,0.89271255&0.00063667
0.49732496,0.94736842,0.32008643,0.89271255,0.0315749 ,0.94534413&0.8255879
0.32008643,0.89271255,0.0315749 ,0.94534413,0.09431223,0.86234818&0.00000023533453
0.0315749 ,0.94534413,0.09431223,0.86234818,0.48320216,0.85425101&0.000000026880473
0.09431223,0.86234818,0.48320216,0.85425101,0.03408022,0.86234818&0.00000022334231
0.48320216,0.85425101,0.03408022,0.86234818,0.67110456,0.95748988&0.79003835
0.03408022,0.86234818,0.67110456,0.95748988,0.03572436,0.94331984&0.8219028
0.67110456,0.95748988,0.03572436,0.94331984,0.2106828 ,0.94939271&0.82203054
0.03572436,0.94331984,0.2106828 ,0.94939271,0.10261037,0.85425101&0.000000028396204
0.2106828 ,0.94939271,0.10261037,0.85425101,0.47792622,0.88663968&0.00012336
0.10261037,0.85425101,0.47792622,0.88663968,0.3430009 ,0.97975709&0.74386847
0.47792622,0.88663968,0.3430009 ,0.97975709,0.56899576,0.8562753 &0.00000004947764
0.3430009 ,0.97975709,0.56899576,0.8562753 ,0.42568098,0.94331984&0.8326404
0.56899576,0.8562753 ,0.42568098,0.94331984,0.87269917,0.88866397&0.00022426
0.42568098,0.94331984,0.87269917,0.88866397,0.42218262,0.90688259&0.02402407
0.87269917,0.88866397,0.42218262,0.90688259,0.35309065,0.90283401&0.00867107
0.42218262,0.90688259,0.35309065,0.90283401,0.03154524,0.8805668 &0.000026320768
0.35309065,0.90283401,0.03154524,0.8805668 ,0.29685494,0.89068826&0.00036263
0.03154524,0.8805668 ,0.29685494,0.89068826,0.48969732,0.87044534&0.0000018780831
0.29685494,0.89068826,0.48969732,0.87044534,0.03154524,0.93522267&0.8384259
0.48969732,0.87044534,0.03154524,0.93522267,0.03154934,0.94534413&0.8162593
0.03154524,0.93522267,0.03154934,0.94534413,0.10011277,0.93319838&0.8553134
0.03154934,0.94534413,0.10011277,0.93319838,0.02054763,0.94129555&0.83818644
0.10011277,0.93319838,0.02054763,0.94129555,0.50371918,0.86234818&0.00000023324941
0.02054763,0.94129555,0.50371918,0.86234818,0.0314443 ,0.93927126&0.8364325
0.50371918,0.86234818,0.0314443 ,0.93927126,0.03154524,0.85425101&0.000000028578063
0.0314443 ,0.93927126,0.03154524,0.85425101,0.27143105,0.97773279&0.757465
0.03154524,0.85425101,0.27143105,0.97773279,0.53372502,0.99190283&0.71485746
0.27143105,0.97773279,0.53372502,0.99190283,0.54505765,0.8562753 &0.00000004914929
0.53372502,0.99190283,0.54505765,0.8562753 ,0.14700273,0.93927126&0.8437972
0.54505765,0.8562753 ,0.14700273,0.93927126,0.46686961,0.95748988&0.78363705
0.14700273,0.93927126,0.46686961,0.95748988,0.74207662,0.94736842&0.824898
0.46686961,0.95748988,0.74207662,0.94736842,0.03305863,0.9291498 &0.86020625
0.74207662,0.94736842,0.03305863,0.9291498 ,0.76733017,0.86639676&0.00000066310827
0.03305863,0.9291498 ,0.76733017,0.86639676,0.06401508,0.93117409&0.8472395
0.76733017,0.86639676,0.06401508,0.93117409,0.51087838,0.92510121&0.7433974
0.06401508,0.93117409,0.51087838,0.92510121,0.78333307,0.98178138&0.7458264
0.51087838,0.92510121,0.78333307,0.98178138,0.11008028,0.93724696&0.84701586
0.78333307,0.98178138,0.11008028,0.93724696,0.50390057,0.98178138&0.750912
0.11008028,0.93724696,0.50390057,0.98178138,0.03154524,0.93927126&0.8445258
0.50390057,0.98178138,0.03154524,0.93927126,0.52403117,0.93319838&0.8611205
0.03154524,0.93927126,0.52403117,0.93319838,0.7344758 ,0.87246964&0.000003238111
0.52403117,0.93319838,0.7344758 ,0.87246964,0.41370325,0.97773279&0.755929
0.7344758 ,0.87246964,0.41370325,0.97773279,0.04161985,0.86032389&0.00000014218779
0.41370325,0.97773279,0.04161985,0.86032389,0.21738774,0.99595142&0.7278953
0.04161985,0.86032389,0.21738774,0.99595142,0.42880712,0.87854251&0.00001658815
0.21738774,0.99595142,0.42880712,0.87854251,0.01901784,0.94331984&0.8370542
0.42880712,0.87854251,0.01901784,0.94331984,0.47365972,0.94331984&0.8233971
0.01901784,0.94331984,0.47365972,0.94331984,0.83986372,0.95951417&0.79451334
0.47365972,0.94331984,0.83986372,0.95951417,0.12795776,0.93927126&0.8445284
0.83986372,0.95951417,0.12795776,0.93927126,0.01893046,0.94939271&0.82197595
0.12795776,0.93927126,0.01893046,0.94939271,0.53797416,0.93117409&0.8594395
0.01893046,0.94939271,0.53797416,0.93117409,0.41780571,0.99190283&0.72866595
0.53797416,0.93117409,0.41780571,0.99190283,0.44258923,0.86032389&0.00000014213845
0.41780571,0.99190283,0.44258923,0.86032389,0.14041687,0.92712551&0.7778753
0.44258923,0.86032389,0.14041687,0.92712551,0.05678491,0.93724696&0.83357996
0.14041687,0.92712551,0.05678491,0.93724696,0.62039558,0.92712551&0.82761055
0.05678491,0.93724696,0.62039558,0.92712551,0.09922351,0.86639676&0.0000006633233
0.62039558,0.92712551,0.09922351,0.86639676,0.12373795,0.93522267&0.8437288
0.09922351,0.86639676,0.12373795,0.93522267,0.04241337,0.86437247&0.0000003978713
0.12373795,0.93522267,0.04241337,0.86437247,0.67290737,0.96356275&0.78186494
0.04241337,0.86437247,0.67290737,0.96356275,0.63515717,0.93724696&0.8372167
0.67290737,0.96356275,0.63515717,0.93724696,0.11535528,0.93117409&0.8627385
0.63515717,0.93724696,0.11535528,0.93117409,0.0314443 ,0.94534413&0.8272073
0.11535528,0.93117409,0.0314443 ,0.94534413,0.40022082,0.99392713&0.7218696
0.0314443 ,0.94534413,0.40022082,0.99392713,0.91697923,0.85425101&0.26726523
0.40022082,0.99392713,0.91697923,0.85425101,0.75003076,0.97165992&0.7723744
0.91697923,0.85425101,0.75003076,0.97165992,0.15863945,0.94129555&0.8368544
0.75003076,0.97165992,0.15863945,0.94129555,0.41796502,0.93724696&0.85173905
0.15863945,0.94129555,0.41796502,0.93724696,0.04113736,0.8582996 &0.00000008093446
0.41796502,0.93724696,0.04113736,0.8582996 ,0.04254586,0.94534413&0.82089454
0.04113736,0.8582996 ,0.04254586,0.94534413,0.12654296,0.94736842&0.809858
0.04254586,0.94534413,0.12654296,0.94736842,0.45901484,0.86032389&0.00000013791937
0.12654296,0.94736842,0.45901484,0.86032389,0.3448873 ,0.96761134&0.7755593
0.45901484,0.86032389,0.3448873 ,0.96761134,0.47983786,0.96356275&0.7695754
0.3448873 ,0.96761134,0.47983786,0.96356275,0.3034132 ,0.8562753 &0.00000004835925
0.47983786,0.96356275,0.3034132 ,0.8562753 ,0.52236716,0.93117409&0.84411013
0.3034132 ,0.8562753 ,0.52236716,0.93117409,0.37737417,0.93117409&0.8470125
0.52236716,0.93117409,0.37737417,0.93117409,0.11599123,0.93927126&0.8404192
0.37737417,0.93117409,0.11599123,0.93927126,0.54401666,0.86234818&0.00000023302819
0.11599123,0.93927126,0.54401666,0.86234818,0.24825949,0.96153846&0.7860039
0.54401666,0.86234818,0.24825949,0.96153846,0.66938061,0.8562753 &0.000000049103186
