0.71481522,0.92712551,0.44139209,0.93319838,0.44669485,0.94534413
0.44139209,0.93319838,0.44669485,0.94534413,0.09739704,0.92510121
0.44669485,0.94534413,0.09739704,0.92510121,0.35839025,0.86032389
0.09739704,0.92510121,0.35839025,0.86032389,0.87795618,0.86437247
0.35839025,0.86032389,0.87795618,0.86437247,0.37172442,0.92105263
0.87795618,0.86437247,0.37172442,0.92105263,0.45554013,0.86437247
0.37172442,0.92105263,0.45554013,0.86437247,0.03154635,0.94736842
0.45554013,0.86437247,0.03154635,0.94736842,0.03256274,0.93522267
0.03154635,0.94736842,0.03256274,0.93522267,0.14336919,0.94534413
0.03256274,0.93522267,0.14336919,0.94534413,0.68065488,0.88663968
0.14336919,0.94534413,0.68065488,0.88663968,0.49258214,0.92510121
0.68065488,0.88663968,0.49258214,0.92510121,0.65943439,0.98380567
0.49258214,0.92510121,0.65943439,0.98380567,0.03157269,0.93927126
0.65943439,0.98380567,0.03157269,0.93927126,0.03154556,0.8805668 
0.03157269,0.93927126,0.03154556,0.8805668,0.0315454,0.93724696
0.03154556,0.8805668,0.0315454,0.93724696,0.10973045,0.9291498 
0.0315454,0.93724696,0.10973045,0.9291498,0.52833078,0.99392713
0.10973045,0.9291498,0.52833078,0.99392713,0.16146118,0.93927126
0.52833078,0.99392713,0.16146118,0.93927126,0.10121134,0.93522267
0.16146118,0.93927126,0.10121134,0.93522267,0.3878188,0.85425101
0.10121134,0.93522267,0.3878188,0.85425101,0.31048248,0.90688259
0.3878188,0.85425101,0.31048248,0.90688259,0.50301573,0.97773279
0.31048248,0.90688259,0.50301573,0.97773279,0.52765256,0.92712551
0.50301573,0.97773279,0.52765256,0.92712551,0.93574392,0.8562753 
0.52765256,0.92712551,0.93574392,0.8562753,0.74179745,0.93522267
0.93574392,0.8562753,0.74179745,0.93522267,0.97941673,0.93927126
0.74179745,0.93522267,0.97941673,0.93927126,0.5325405,0.92307692
0.97941673,0.93927126,0.5325405,0.92307692,0.13334727,0.8582996 
0.5325405,0.92307692,0.13334727,0.8582996,0.3083658,0.95546559
0.13334727,0.8582996,0.3083658,0.95546559,0.03191085,0.93522267
0.3083658,0.95546559,0.03191085,0.93522267,0.08129099,0.95748988
0.03191085,0.93522267,0.08129099,0.95748988,0.62323149,0.86639676
0.08129099,0.95748988,0.62323149,0.86639676,0.41615116,0.88866397
0.62323149,0.86639676,0.41615116,0.88866397,0.4547168,0.91902834
0.41615116,0.88866397,0.4547168,0.91902834,0.42478983,0.99392713
0.4547168,0.91902834,0.42478983,0.99392713,0.09260091,0.92510121
0.42478983,0.99392713,0.09260091,0.92510121,0.03152537,0.92712551
0.09260091,0.92510121,0.03152537,0.92712551,0.0316055,0.8562753 
0.03152537,0.92712551,0.0316055,0.8562753,0.44391729,0.99797571
0.0316055,0.8562753,0.44391729,0.99797571,0.0315413,0.94534413
0.44391729,0.99797571,0.0315413,0.94534413,0.14919686,0.93117409
0.0315413,0.94534413,0.14919686,0.93117409,0.05911011,0.93319838
