0.14749278,0.1415601 ,0.92712551,0.19201905,0.2585002 ,0.96356275,0.03154524,0.0040306 ,0.94331984
0.19201905,0.2585002 ,0.96356275,0.03154524,0.0040306 ,0.94331984,0.57073705,0.90577165,0.99392713
0.03154524,0.0040306 ,0.94331984,0.57073705,0.90577165,0.99392713,0.54419962,0.63691236,0.93117409
0.57073705,0.90577165,0.99392713,0.54419962,0.63691236,0.93117409,0.08232725,0.08216206,0.8562753 
0.54419962,0.63691236,0.93117409,0.08232725,0.08216206,0.8562753 ,0.52571884,0.54878296,0.9757085 
0.08232725,0.08216206,0.8562753 ,0.52571884,0.54878296,0.9757085 ,0.84188262,0.64627018,0.98582996
0.52571884,0.54878296,0.9757085 ,0.84188262,0.64627018,0.98582996,0.47989779,0.46308433,0.93117409
0.84188262,0.64627018,0.98582996,0.47989779,0.46308433,0.93117409,0.2828804 ,0.26811778,0.93724696
0.47989779,0.46308433,0.93117409,0.2828804 ,0.26811778,0.93724696,0.30439741,0.07446248,0.90283401
0.2828804 ,0.26811778,0.93724696,0.30439741,0.07446248,0.90283401,0.38151449,0.50217651,0.96761134
0.30439741,0.07446248,0.90283401,0.38151449,0.50217651,0.96761134,0.12399095,0.08343018,0.96153846
0.38151449,0.50217651,0.96761134,0.12399095,0.08343018,0.96153846,0.15394189,0.6150465 ,0.86842105
1.23990947e-01,8.34301808e-02,9.61538462e-01,1.53941894e-01,6.15046498e-01,8.68421053e-01,3.16420877e-02,3.22487252e-04,8.70445344e-01
1.53941894e-01,6.15046498e-01,8.68421053e-01,3.16420877e-02,3.22487252e-04,8.70445344e-01,8.18373527e-01,7.91629604e-01,9.35222672e-01
3.16420877e-02,3.22487252e-04,8.70445344e-01,8.18373527e-01,7.91629604e-01,9.35222672e-01,3.15864103e-02,3.16921997e-02,8.56275304e-01
0.81837353,0.7916296 ,0.93522267,0.03158641,0.0316922 ,0.8562753 ,0.47062822,0.45919259,0.8562753 
0.03158641,0.0316922 ,0.8562753 ,0.47062822,0.45919259,0.8562753 ,0.47394363,0.4543043 ,0.87449393
0.47062822,0.45919259,0.8562753 ,0.47394363,0.4543043 ,0.87449393,0.03356414,0.02283156,0.93724696
0.47394363,0.4543043 ,0.87449393,0.03356414,0.02283156,0.93724696,0.92016057,0.43542494,0.98987854
0.03356414,0.02283156,0.93724696,0.92016057,0.43542494,0.98987854,0.32781502,0.52624486,0.94331984
0.92016057,0.43542494,0.98987854,0.32781502,0.52624486,0.94331984,0.80558982,0.88792977,0.93724696
0.32781502,0.52624486,0.94331984,0.80558982,0.88792977,0.93724696,0.52008643,0.49289741,0.87449393
0.80558982,0.88792977,0.93724696,0.52008643,0.49289741,0.87449393,0.14919686,0.61014246,0.93117409
0.52008643,0.49289741,0.87449393,0.14919686,0.61014246,0.93117409,0.03812274,0.09086401,0.93522267
0.14919686,0.61014246,0.93117409,0.03812274,0.09086401,0.93522267,0.88164225,0.24455321,0.98582996
0.03812274,0.09086401,0.93522267,0.88164225,0.24455321,0.98582996,0.03154871,0.00504162,0.93927126
0.88164225,0.24455321,0.98582996,0.03154871,0.00504162,0.93927126,0.40611347,0.59943702,0.99595142
0.03154871,0.00504162,0.93927126,0.40611347,0.59943702,0.99595142,0.17940884,0.17696724,0.8582996 
0.40611347,0.59943702,0.99595142,0.17940884,0.17696724,0.8582996 ,0.90179492,0.92834596,0.8582996 
0.17940884,0.17696724,0.8582996 ,0.90179492,0.92834596,0.8582996 ,0.40126181,0.36785313,0.9048583 
0.90179492,0.92834596,0.8582996 ,0.40126181,0.36785313,0.9048583 ,0.43884481,0.42281298,0.93117409
0.40126181,0.36785313,0.9048583 ,0.43884481,0.42281298,0.93117409,0.24555133,0.28517879,0.92510121
0.43884481,0.42281298,0.93117409,0.24555133,0.28517879,0.92510121,0.23195375,0.27598943,0.95748988
0.24555133,0.28517879,0.92510121,0.23195375,0.27598943,0.95748988,0.25092506,0.24724374,0.95951417
0.23195375,0.27598943,0.95748988,0.25092506,0.24724374,0.95951417,0.56114415,0.56246074,0.86234818
0.25092506,0.24724374,0.95951417,0.56114415,0.56246074,0.86234818,0.8454772 ,0.85615665,0.8562753 
0.56114415,0.56246074,0.86234818,0.8454772 ,0.85615665,0.8562753 ,0.03154682,0.00607383,0.93927126
0.8454772 ,0.85615665,0.8562753 ,0.03154682,0.00607383,0.93927126,0.04993738,0.12979545,0.94331984
0.03154682,0.00607383,0.93927126,0.04993738,0.12979545,0.94331984,0.03154524,0.03148659,0.94939271
0.04993738,0.12979545,0.94331984,0.03154524,0.03148659,0.94939271,0.72287188,0.73828817,0.96153846
0.03154524,0.03148659,0.94939271,0.72287188,0.73828817,0.96153846,0.13518825,0.12513464,0.8582996 
0.72287188,0.73828817,0.96153846,0.13518825,0.12513464,0.8582996 ,0.57171969,0.49704262,0.94129555
0.13518825,0.12513464,0.8582996 ,0.57171969,0.49704262,0.94129555,0.13945001,0.1392567 ,0.85425101
0.57171969,0.49704262,0.94129555,0.13945001,0.1392567 ,0.85425101,0.11882179,0.1159393 ,0.92712551
